time,N2O Dry,N2O corr,d15N,d15N alpha,d15N alpha corr,d15N beta,d15N beta corr,Cavity temp
02/03/2010 16:18:23,439.070007,413.899658,22.065092,29.24,29.243273,7.173735,+AC0-2081.592529,72.50132
02/03/2010 16:18:27,439.256683,414.086182,20.195465,29.35,29.351677,3.449919,+AC0-2084.598877,72.501411
02/03/2010 16:18:31,439.005096,399.194824,33.504368,41.89,41.893986,17.477425,+AC0-3410.688721,91.476509
02/03/2010 16:18:35,439.16153,414.708191,28.157867,37.02,37.020252,11.687752,+AC0-2013.177979,71.571899
02/03/2010 16:18:39,439.049103,419.884918,20.863514,26.67,26.668348,7.259515,+AC0-1559.11499,64.716858
02/03/2010 16:18:43,438.732727,422.83609,22.44944,31.01,31.010489,6.261796,+AC0-1283.079346,60.481155
02/03/2010 16:18:47,439.085968,416.843079,18.716942,24.26,24.258369,5.359856,+AC0-1826.969727,68.708061
02/03/2010 16:18:51,438.36322,400.583069,31.371643,41.29,41.292896,13.908959,+AC0-3228.290039,88.846413
02/03/2010 16:18:55,439.085968,411.273956,22.995056,30.20,30.203608,8.075228,+AC0-2315.206055,75.92524
02/03/2010 16:18:58,438.592407,413.398071,24.974918,33.04,33.043411,9.248992,+AC0-2083.970947,72.532768
02/03/2010 16:19:03,438.353851,412.9216,22.452097,30.23,30.232931,6.995818,+AC0-2108.810303,72.843063
02/03/2010 16:19:07,438.575226,418.648285,19.721857,26.81,26.807449,4.91729,+AC0-1629.033569,65.706474
02/03/2010 16:19:11,438.476349,405.90448,27.51915,34.98,34.975674,12.366876,+AC0-2745.320557,82.094925
02/03/2010 16:19:15,438.582367,406.011292,27.276602,32.52,32.52034,14.198567,+AC0-2742.644775,82.094887
02/03/2010 16:19:19,438.236938,411.728882,18.505495,27.56,27.556658,1.858425,+AC0-2210.375488,74.237007
02/03/2010 16:19:23,438.671082,419.533997,17.665411,23.64,23.639599,3.902661,+AC0-1561.58728,64.680153
02/03/2010 16:19:27,437.749512,418.774231,20.276562,28.31,28.312628,4.581029,+AC0-1550.640869,64.472908
02/03/2010 16:19:31,438.599365,385.731689,38.48386,50.89,50.89315,18.688919,+AC0-4695.838379,108.403091
02/03/2010 16:19:35,437.810181,384.942169,43.017315,54.24,54.237995,24.336557,+AC0-4699.108398,108.403008
02/03/2010 16:19:39,438.174957,385.307617,36.506268,45.23,45.233887,20.162481,+AC0-4699.395996,108.402962
02/03/2010 16:19:43,438.070313,385.201416,37.611523,45.97,45.970268,21.613514,+AC0-4698.924316,108.402924
02/03/2010 16:19:47,437.796234,384.929169,37.400314,46.61,46.608982,20.6056,+AC0-4703.571289,108.402847
02/03/2010 16:19:51,438.034607,385.167053,36.712002,48.06,48.061893,17.910126,+AC0-4703.641113,108.402695
02/03/2010 16:19:55,438.146667,385.277344,39.803146,48.17,48.166054,23.801235,+AC0-4695.421875,108.402618
02/03/2010 16:19:59,437.829529,384.962921,31.537918,43.31,43.314487,12.336078,+AC0-4712.569336,108.40258
02/03/2010 16:20:03,437.591888,384.724152,37.245483,49.85,49.850693,17.266886,+AC0-4709.814453,108.402557
02/03/2010 16:20:07,437.666016,384.797424,32.964481,44.03,44.028496,14.430585,+AC0-4712.05957,108.402512
02/03/2010 16:20:11,438.202545,385.334259,33.404182,45.35,45.352982,14.040895,+AC0-4705.888672,108.402443
02/03/2010 16:20:15,437.538788,384.6716,33.545238,44.09,44.087807,15.500141,+AC0-4712.487305,108.402321
02/03/2010 16:20:19,438.058258,385.189667,35.362667,45.29,45.285465,17.898533,+AC0-4703.236328,108.402267
02/03/2010 16:20:23,438.164459,385.295837,37.067749,49.20,49.203045,17.529642,+AC0-4702.337891,108.402237
02/03/2010 16:20:27,438.306732,385.439697,36.220695,47.11,47.107746,17.852686,+AC0-4700.311035,108.402145
02/03/2010 16:20:31,438.596466,385.728668,33.983543,44.08,44.081734,16.354998,+AC0-4698.401855,108.402191
02/03/2010 16:20:35,438.816895,385.947998,36.876873,44.86,44.864235,21.226994,+AC0-4690.070313,108.402168
02/03/2010 16:20:39,439.126343,386.256958,35.964619,46.18,46.179756,18.226446,+AC0-4689.63916,108.402084
02/03/2010 16:20:43,439.234467,386.367462,34.669643,45.75,45.749565,16.120831,+AC0-4690.855957,108.401993
02/03/2010 16:20:47,439.861908,386.992737,32.999313,41.11,41.109192,17.234592,+AC0-4681.763184,108.402031
02/03/2010 16:20:51,439.584473,386.716858,35.23494,47.50,47.504921,15.57058,+AC0-4687.145508,108.401955
02/03/2010 16:20:55,440.449829,387.581604,35.228878,46.23,46.229301,16.754593,+AC0-4675.177734,108.401894
02/03/2010 16:20:59,441.066345,388.197052,34.975445,44.52,44.523117,17.862949,+AC0-4666.341797,108.401894
02/03/2010 16:21:03,440.899628,388.029938,32.73048,41.11,41.107941,16.71493,+AC0-4669.647461,108.401894
02/03/2010 16:21:07,441.503754,388.63446,36.297634,45.59,45.594444,19.420298,+AC0-4659.266113,108.401909
02/03/2010 16:21:11,442.159729,389.289856,34.557621,44.53,44.526253,17.05052,+AC0-4653.977539,108.401855
02/03/2010 16:21:15,442.37265,389.502411,38.076908,46.92,46.924976,21.620214,+AC0-4646.171387,108.401749
02/03/2010 16:21:19,443.043457,390.173553,36.821892,47.37,47.369026,18.772511,+AC0-4641.342285,108.401665
02/03/2010 16:21:23,443.02832,390.15921,37.495064,49.56,49.563313,18.019806,+AC0-4642.424316,108.401604
02/03/2010 16:21:27,443.341705,390.471436,33.929596,43.20,43.199696,17.077295,+AC0-4639.640625,108.401527
02/03/2010 16:21:31,444.030548,391.15979,37.589149,47.62,47.615242,20.028191,+AC0-4627.99707,108.401505
02/03/2010 16:21:35,444.724976,391.853546,34.862335,40.76,40.758949,21.172298,+AC0-4618.359375,108.401497
02/03/2010 16:21:39,444.960663,392.089996,35.008995,46.28,46.2775,16.283407,+AC0-4621.149902,108.401466
02/03/2010 16:21:43,445.177826,392.307617,36.761028,46.32,46.320133,19.637817,+AC0-4614.777344,108.401413
02/03/2010 16:21:47,445.4729,392.602722,32.090042,41.18,41.180664,15.405979,+AC0-4616.075195,108.401382
02/03/2010 16:21:51,445.907837,393.037445,32.620991,42.34,42.336979,15.35072,+AC0-4610.958496,108.401337
02/03/2010 16:21:55,446.129364,393.260803,32.607079,42.58,42.583782,15.092415,+AC0-4608.74707,108.401337
02/03/2010 16:21:59,446.795074,393.924438,33.786343,41.97,41.970776,17.951733,+AC0-4597.493652,108.401299
02/03/2010 16:22:03,446.820801,393.950989,37.487801,47.80,47.796726,19.661715,+AC0-4595.298828,108.40126
02/03/2010 16:22:07,447.191437,394.319733,35.982571,42.47,42.469467,21.739212,+AC0-4588.461426,108.401329
02/03/2010 16:22:11,447.093719,394.222504,37.238075,47.16,47.156498,19.778042,+AC0-4591.869629,108.401344
02/03/2010 16:22:15,447.488556,394.618103,33.159904,43.65,43.646114,15.167635,+AC0-4592.520508,108.401482
02/03/2010 16:22:19,447.748291,394.876251,38.095509,46.79,46.78783,21.784813,+AC0-4581.881836,108.401642
02/03/2010 16:22:23,447.468079,394.596497,32.865459,43.23,43.231228,14.986092,+AC0-4592.935547,108.401787
02/03/2010 16:22:26,448.131439,395.26001,33.154743,45.66,45.661476,13.268456,+AC0-4587.116699,108.401863
02/03/2010 16:22:31,447.944824,395.072601,36.725582,43.76,43.756947,21.971849,+AC0-4579.369629,108.401794
02/03/2010 16:22:35,448.316101,395.445038,36.429138,44.45,44.449078,20.748722,+AC0-4576.479492,108.401779
02/03/2010 16:22:39,448.362885,395.491913,39.997395,50.06,50.062927,22.399462,+AC0-4574.070801,108.401817
02/03/2010 16:22:43,448.925354,396.054199,34.223133,42.37,42.369972,18.423763,+AC0-4572.005859,108.401886
02/03/2010 16:22:47,448.999084,396.127838,36.091591,46.67,46.667156,18.015558,+AC0-4571.621582,108.402039
02/03/2010 16:22:51,449.047028,396.175781,34.823555,43.66,43.659458,18.378263,+AC0-4570.644531,108.401978
02/03/2010 16:22:55,449.348358,396.476898,34.304379,42.65,42.650276,18.318417,+AC0-4567.186523,108.401985
02/03/2010 16:22:59,449.023712,396.154968,37.744652,51.68,51.676659,16.522331,+AC0-4573.181641,108.401962
02/03/2010 16:23:03,449.540009,396.670898,33.53904,42.83,42.831741,16.66555,+AC0-4566.976563,108.401955
02/03/2010 16:23:07,450.278503,397.408173,36.978333,45.29,45.287731,21.026579,+AC0-4553.381348,108.401962
02/03/2010 16:23:11,449.909485,397.039459,37.057713,47.50,47.504337,19.102549,+AC0-4559.872559,108.402046
02/03/2010 16:23:15,451.096802,398.225555,34.31715,43.37,43.365425,17.672785,+AC0-4547.667969,108.402008
02/03/2010 16:23:19,451.269379,398.397003,34.545139,41.86,41.857445,19.528051,+AC0-4543.50293,108.402016
02/03/2010 16:23:23,451.141113,398.27182,36.112526,48.11,48.111954,16.701782,+AC0-4548.381836,108.402023
02/03/2010 16:23:27,452.187531,399.317139,34.1563,41.31,41.308903,19.288916,+AC0-4533.339844,108.402039
02/03/2010 16:23:31,452.722687,431.427673,27.065647,33.41,33.408325,12.957479,+AC0-1680.430786,67.47216
02/03/2010 16:23:35,452.479462,436.261749,20.098484,25.14,25.139362,7.210611,+AC0-1267.149902,60.892685
02/03/2010 16:23:39,453.256378,412.106689,30.213585,40.16,40.159126,12.728132,+AC0-3419.241211,93.208488
02/03/2010 16:23:43,454.380951,409.999969,30.295259,39.17,39.166355,13.816978,+AC0-3707.163574,97.397278
02/03/2010 16:23:47,454.892517,427.790497,25.243185,31.43,31.429287,11.281792,+AC0-2163.907959,74.99942
02/03/2010 16:23:52,455.235077,428.13327,23.598389,29.53,29.53178,9.87388,+AC0-2163.653076,74.999329
02/03/2010 16:23:55,456.005157,407.809723,35.169044,42.55,42.546783,20.09062,+AC0-4042.062012,102.339569
02/03/2010 16:24:00,456.175201,433.226837,24.904305,29.50,29.503731,12.430242,+AC0-1805.281494,69.615639
02/03/2010 16:24:04,456.515564,440.735596,18.595316,25.81,25.812063,3.667806,+AC0-1223.611084,60.325108
02/03/2010 16:24:08,457.288116,436.739075,20.983469,24.95,24.954348,9.098599,+AC0-1604.937378,66.504761
02/03/2010 16:24:12,457.637482,437.089447,18.99786,27.02,27.019793,3.315576,+AC0-1609.718384,66.504768
02/03/2010 16:24:16,458.227844,437.679565,21.824251,25.51,25.506092,10.210324,+AC0-1600.303467,66.504753
02/03/2010 16:24:20,458.161774,437.613129,24.236485,30.21,30.20594,10.478169,+AC0-1600.261597,66.504784
02/03/2010 16:24:24,459.453339,438.903351,21.862291,28.69,28.689955,7.299502,+AC0-1598.792725,66.504791
02/03/2010 16:24:28,459.44931,438.899902,21.741358,25.48,25.479486,10.074664,+AC0-1595.915283,66.504799
02/03/2010 16:24:32,459.164246,438.615051,20.420603,26.06,26.056147,6.975296,+AC0-1600.21228,66.504761
02/03/2010 16:24:36,459.502716,438.953278,22.014763,26.43,26.431114,9.712311,+AC0-1596.088379,66.504684
02/03/2010 16:24:40,460.013458,439.464142,20.377258,26.31,26.311003,6.652418,+AC0-1597.415771,66.504669
02/03/2010 16:24:44,459.536682,438.988403,20.071613,28.07,28.071407,4.410082,+AC0-1601.536499,66.504639
02/03/2010 16:24:48,459.700134,439.150452,22.375118,27.77,27.77096,9.154502,+AC0-1595.934448,66.504616
02/03/2010 16:24:52,460.089325,439.53891,23.251053,27.90,27.897343,10.733061,+AC0-1592.838013,66.504631
02/03/2010 16:24:56,459.655273,439.10556,25.600172,33.89,33.892174,9.664732,+AC0-1595.575195,66.504738
02/03/2010 16:25:00,459.149048,438.599396,20.747742,24.89,24.892328,8.70004,+AC0-1598.445679,66.504684
02/03/2010 16:25:04,458.832855,438.283203,22.829756,30.22,30.222334,7.737422,+AC0-1600.62146,66.504692
02/03/2010 16:25:08,459.209412,438.659149,20.920658,26.03,26.028467,7.970043,+AC0-1598.974976,66.5047
02/03/2010 16:25:12,458.748901,438.198242,20.531059,25.38,25.383751,7.819591,+AC0-1600.821045,66.504677
02/03/2010 16:25:16,458.063965,437.512787,22.315052,28.12,28.118855,8.712019,+AC0-1602.411133,66.504715
02/03/2010 16:25:20,458.348389,437.798065,20.068996,22.75,22.747875,9.395233,+AC0-1600.665771,66.504753
02/03/2010 16:25:25,457.433289,436.882813,19.615572,25.81,25.805048,5.651014,+AC0-1607.975464,66.504761
02/03/2010 16:25:29,456.933136,434.30188,22.994913,28.78,28.784122,9.405561,+AC0-1778.507446,69.200989
02/03/2010 16:25:33,456.268066,429.985382,27.096931,37.65,37.65173,9.040368,+AC0-2089.441162,73.936363
02/03/2010 16:25:37,455.664032,429.379974,23.949791,30.35,30.347147,9.790369,+AC0-2091.572021,73.936317
02/03/2010 16:25:41,455.576447,443.269043,17.174118,21.17,21.169786,5.266013,+AC0-944.991272,55.819984
02/03/2010 16:25:45,453.951996,441.645935,13.076414,17.57,17.573832,0.697972,+AC0-953.219727,55.819969
02/03/2010 16:25:49,453.992432,441.685669,16.857578,21.57,21.57497,4.272933,+AC0-949.446655,55.819958
02/03/2010 16:25:53,452.591522,440.284088,15.988478,19.87,19.871088,4.186351,+AC0-952.578186,55.819942
02/03/2010 16:25:57,452.502289,440.194397,16.701996,21.20,21.204041,4.319216,+AC0-952.632385,55.819962
02/03/2010 16:26:01,451.100891,438.793091,18.60375,23.43,23.430758,5.916356,+AC0-954.06897,55.820007
02/03/2010 16:26:05,450.802063,438.494354,18.702284,22.36,22.355768,7.114936,+AC0-953.49646,55.820007
02/03/2010 16:26:09,449.424957,436.061249,18.99114,23.45,23.448515,6.650235,+AC0-1042.769165,57.189552
02/03/2010 16:26:13,449.253571,434.505981,21.732679,27.75,27.749588,7.929886,+AC0-1154.85437,58.983467
02/03/2010 16:26:17,448.104797,433.358307,17.264769,25.23,25.231644,1.634097,+AC0-1164.484741,58.983475
02/03/2010 16:26:21,447.372467,432.62439,17.356323,21.91,21.907545,4.927448,+AC0-1163.037598,58.983459
02/03/2010 16:26:25,446.997955,432.249023,18.813868,22.30,22.302805,7.380764,+AC0-1161.501587,58.983421
02/03/2010 16:26:29,445.770905,431.023987,17.9561,24.29,24.292244,3.854059,+AC0-1168.525024,58.983356
02/03/2010 16:26:33,445.173584,430.427216,17.956108,24.96,24.957466,3.230499,+AC0-1170.811768,58.983299
02/03/2010 16:26:37,444.672058,429.924225,15.394864,20.34,20.335981,2.600503,+AC0-1172.821045,58.983353
02/03/2010 16:26:41,444.503845,429.755646,16.46512,20.82,20.823624,4.216895,+AC0-1171.605225,58.983345
02/03/2010 16:26:45,443.139679,428.39267,16.625898,23.69,23.6922,1.839415,+AC0-1177.855591,58.983398
02/03/2010 16:26:49,442.835388,428.721832,16.279337,21.08,21.076954,3.619491,+AC0-1124.136719,58.160965
02/03/2010 16:26:53,442.359192,426.929596,14.247431,16.13,16.128639,4.321396,+AC0-1234.350586,59.867603
02/03/2010 16:26:57,441.800171,409.702301,24.406759,30.79,30.787369,10.263035,+AC0-2681.316406,81.473404
02/03/2010 16:27:01,440.394257,408.296814,24.599857,35.36,35.35976,6.351028,+AC0-2694.886963,81.47345
02/03/2010 16:27:05,440.07962,407.98111,24.714457,32.50,32.500156,9.253613,+AC0-2693.814453,81.47348
02/03/2010 16:27:09,440.126556,420.718109,19.284645,28.45,28.453897,2.526877,+AC0-1580.356567,65.026588
02/03/2010 16:27:13,440.014893,424.437805,15.669954,22.43,22.427168,1.173205,+AC0-1256.834595,60.058022
02/03/2010 16:27:17,438.979187,398.608704,31.560997,42.40,42.397541,13.240326,+AC0-3468.187988,92.196983
02/03/2010 16:27:21,438.627014,428.171295,16.913113,23.04,23.043856,3.003609,+AC0-832.153564,53.419785
02/03/2010 16:27:25,437.486908,427.031097,20.32058,26.06,26.058542,6.779264,+AC0-830.531799,53.419838
02/03/2010 16:27:29,437.954559,427.498566,18.358389,24.64,24.644821,4.302946,+AC0-832.14325,53.419815
02/03/2010 16:27:33,437.548553,427.092163,15.356896,20.38,20.383524,2.482379,+AC0-834.804138,53.419823
02/03/2010 16:27:37,436.926819,426.471558,13.434335,18.89,18.885977,0.161415,+AC0-838.425354,53.419846
02/03/2010 16:27:41,437.041992,426.585785,14.391528,18.82,18.824381,2.073608,+AC0-836.229431,53.419876
02/03/2010 16:27:46,436.385925,425.92984,16.196127,22.80,22.798429,1.844588,+AC0-837.754272,53.419731
02/03/2010 16:27:49,436.365662,410.688141,22.757767,30.27,30.272369,7.551049,+AC0-2139.204834,73.148445
02/03/2010 16:27:53,436.09024,404.388977,26.059502,32.55,32.553642,11.809353,+AC0-2681.144287,80.956001
02/03/2010 16:27:57,435.821289,404.122437,25.934076,33.65,33.648075,10.540448,+AC0-2684.411377,80.956047
02/03/2010 16:28:01,435.395081,403.695892,28.464506,34.56,34.555435,14.592324,+AC0-2682.891846,80.956039
02/03/2010 16:28:05,435.103241,403.402466,27.110657,36.81,36.808525,9.85737,+AC0-2689.905273,80.956055
02/03/2010 16:28:09,435.10495,412.937317,11.823977,17.79,17.792233,+AC0-1.93321,+AC0-1844.949707,68.600655
02/03/2010 16:28:13,434.981842,416.585663,17.313328,24.05,24.05327,2.832768,+AC0-1511.887329,63.71109
02/03/2010 16:28:18,435.005127,416.607666,15.913857,22.34,22.337709,1.729597,+AC0-1512.931396,63.711151
02/03/2010 16:28:22,434.694641,416.298065,20.716127,26.29,26.292854,7.325954,+AC0-1508.245605,63.711182
02/03/2010 16:28:26,434.351624,415.954773,18.738089,26.95,26.950087,2.877641,+AC0-1514.146606,63.71122
02/03/2010 16:28:30,435.001129,416.603577,17.028751,22.26,22.256399,3.965801,+AC0-1510.617432,63.71125
02/03/2010 16:28:34,434.201874,415.80423,19.266821,26.51,26.508272,4.316151,+AC0-1513.184937,63.711315
02/03/2010 16:28:38,433.335815,414.939972,22.145018,29.43,29.430326,7.15324,+AC0-1513.450073,63.711349
02/03/2010 16:28:42,433.726196,415.330017,18.132801,25.72,25.722742,2.855465,+AC0-1516.49646,63.711388
02/03/2010 16:28:46,433.870209,415.473206,18.653152,25.41,25.412968,4.153964,+AC0-1514.598877,63.711464
02/03/2010 16:28:50,433.236786,414.839783,20.674723,28.15,28.146683,5.50798,+AC0-1515.525513,63.711544
02/03/2010 16:28:54,434.032623,415.635315,20.751772,27.59,27.592846,6.176414,+AC0-1511.899536,63.711658
02/03/2010 16:28:58,433.97403,415.575867,20.221746,25.39,25.385878,7.218334,+AC0-1511.014404,63.711731
02/03/2010 16:29:02,434.3703,415.973267,18.345028,23.88,23.877443,4.996393,+AC0-1511.911011,63.711823
02/03/2010 16:29:06,433.822235,415.424774,15.864613,22.24,22.243349,1.722643,+AC0-1517.341309,63.711899
02/03/2010 16:29:10,433.740814,415.343506,17.270283,24.42,24.415594,2.409734,+AC0-1516.926025,63.711891
02/03/2010 16:29:14,434.054077,415.655853,21.395628,28.72,28.719751,6.367464,+AC0-1511.626831,63.71196
02/03/2010 16:29:18,434.334106,415.93689,18.213392,23.76,23.760918,4.85059,+AC0-1512.212036,63.712055
02/03/2010 16:29:22,434.18692,415.789856,17.252211,26.35,26.346199,0.564993,+AC0-1517.237061,63.712128
02/03/2010 16:29:26,434.678558,416.281616,20.233484,27.70,27.700527,5.071349,+AC0-1510.741089,63.712257
02/03/2010 16:29:30,435.231567,416.833466,15.769283,22.88,22.88236,0.938952,+AC0-1513.015259,63.712349
02/03/2010 16:29:34,435.116791,416.719574,18.574484,26.67,26.672548,2.820836,+AC0-1511.48999,63.712372
02/03/2010 16:29:38,435.768341,417.369141,19.269421,24.81,24.808882,5.91418,+AC0-1505.84082,63.712383
02/03/2010 16:29:42,435.884216,417.486115,14.230388,19.69,19.692371,0.947774,+AC0-1510.638428,63.712517
02/03/2010 16:29:46,435.452698,417.05426,15.9614,22.33,22.33374,1.825426,+AC0-1511.297607,63.712624
02/03/2010 16:29:50,436.115082,417.715363,22.984056,29.26,29.264519,8.934209,+AC0-1501.441406,63.712719
02/03/2010 16:29:54,435.931366,417.532501,19.09239,25.22,25.219749,5.186061,+AC0-1506.049194,63.712814
02/03/2010 16:29:58,436.07663,417.677979,16.330252,24.13,24.125301,0.860648,+AC0-1510.047241,63.712883
02/03/2010 16:30:02,436.60672,418.207581,21.133991,28.75,28.745806,5.836149,+AC0-1502.924927,63.713005
02/03/2010 16:30:06,436.863159,418.462585,18.706158,22.82,22.8193,6.687934,+AC0-1501.084106,63.713112
02/03/2010 16:30:10,436.549377,418.148834,18.772398,25.17,25.165562,4.616908,+AC0-1504.389648,63.713158
02/03/2010 16:30:14,436.400787,418.001343,15.569918,22.23,22.230696,1.163566,+AC0-1508.563599,63.713223
02/03/2010 16:30:18,436.147217,417.748108,18.935717,25.93,25.933363,4.213588,+AC0-1506.31311,63.713284
02/03/2010 16:30:22,435.609772,417.211121,20.505659,26.71,26.714596,6.52286,+AC0-1505.875732,63.713364
02/03/2010 16:30:26,435.926605,422.891785,14.263048,18.37,18.370743,2.249929,+AC0-1053.108032,56.759209
02/03/2010 16:30:30,435.794281,422.759674,13.195064,18.57,18.571053,+AC0-0.006941,+AC0-1055.780396,56.759346
02/03/2010 16:30:34,435.23349,422.198242,16.747086,24.37,24.365191,1.443346,+AC0-1055.691162,56.759396
02/03/2010 16:30:38,435.216949,422.181671,15.460174,18.71,18.712151,4.249195,+AC0-1052.842529,56.759438
02/03/2010 16:30:42,434.856171,421.822021,14.933097,21.30,21.295355,0.806575,+AC0-1057.321289,56.759476
02/03/2010 16:30:46,433.579681,420.546661,20.177216,28.20,28.195808,4.498062,+AC0-1056.761963,56.759453
02/03/2010 16:30:50,433.522766,420.488434,15.362322,21.91,21.907743,1.064104,+AC0-1060.42395,56.759407
02/03/2010 16:30:54,432.947388,419.912354,15.050205,19.69,19.690441,2.537887,+AC0-1060.366943,56.759537
02/03/2010 16:30:58,432.243988,413.503021,19.973267,25.43,25.426531,6.698824,+AC0-1547.83728,64.157028
02/03/2010 16:31:02,431.8526,387.090057,32.586025,41.84,41.840832,15.748055,+AC0-3959.79126,97.884224
02/03/2010 16:31:06,431.725067,386.963928,29.436668,39.11,39.111633,12.204852,+AC0-3965.140381,97.884201
02/03/2010 16:31:10,430.591248,385.830475,33.21727,47.84,47.842216,11.345392,+AC0-3977.890869,97.884216
02/03/2010 16:31:14,430.705688,385.943237,30.875319,39.53,39.528191,14.601598,+AC0-3972.979004,97.884285
02/03/2010 16:31:18,430.549988,385.787872,30.766529,42.85,42.853783,11.27346,+AC0-3978.342041,97.884346
02/03/2010 16:31:22,429.557129,384.796295,28.982897,38.72,38.718426,11.694304,+AC0-3988.314697,97.884415
02/03/2010 16:31:26,429.728241,384.965454,33.146694,43.21,43.205292,15.555265,+AC0-3982.112305,97.884468
02/03/2010 16:31:30,429.078003,417.671753,15.61432,22.58,22.578907,0.923179,+AC0-933.587036,54.649422
02/03/2010 16:31:34,427.644684,416.239502,16.241774,22.98,22.979836,1.762976,+AC0-935.980347,54.649471
02/03/2010 16:31:38,428.234375,416.827637,13.999998,21.10,21.102793,+AC0-0.820695,+AC0-937.282593,54.649521
02/03/2010 16:31:42,427.693573,416.286041,13.259884,17.63,17.631512,0.999356,+AC0-936.630798,54.649582
02/03/2010 16:31:46,426.463806,415.056458,20.338251,26.44,26.442434,6.453644,+AC0-933.825562,54.649597
02/03/2010 16:31:50,426.461029,415.054565,14.661665,20.24,20.237343,1.272475,+AC0-939.176941,54.649719
02/03/2010 16:31:54,426.600555,415.193726,12.888801,15.25,15.253977,2.509099,+AC0-937.584778,54.649738
02/03/2010 16:31:58,425.333405,413.92746,15.514623,22.54,22.53993,0.766566,+AC0-942.283264,54.649742
02/03/2010 16:32:02,424.71701,413.310669,15.827051,22.08,22.075687,1.807037,+AC0-942.621399,54.649704
02/03/2010 16:32:06,424.311371,412.905518,11.595532,17.94,17.943199,+AC0-2.517312,+AC0-948.003418,54.649673
02/03/2010 16:32:10,424.761597,413.354858,14.799442,19.94,19.944302,1.814096,+AC0-942.502136,54.649651
02/03/2010 16:32:14,423.379852,411.974396,14.691589,25.47,25.473495,+AC0-3.577864,+AC0-951.248047,54.649651
02/03/2010 16:32:18,423.486908,412.079315,12.348592,15.17,15.167182,1.543866,+AC0-945.708923,54.649662
02/03/2010 16:32:22,423.241241,411.833862,15.018687,20.84,20.841761,1.39759,+AC0-946.434509,54.649712
02/03/2010 16:32:26,422.824524,411.416351,13.993625,17.47,17.465984,2.576062,+AC0-946.179688,54.649719
02/03/2010 16:32:30,422.903381,411.495728,16.248571,23.62,23.624075,1.172243,+AC0-947.442139,54.649666
02/03/2010 16:32:34,421.654907,410.24881,14.229803,22.56,22.563143,+AC0-1.744389,+AC0-953.362549,54.649616
02/03/2010 16:32:38,422.330536,410.92334,16.525236,20.82,20.824831,4.332232,+AC0-945.525085,54.649582
02/03/2010 16:32:42,421.312561,409.905518,14.933441,19.52,19.518389,2.47295,+AC0-949.812012,54.649582
02/03/2010 16:32:46,421.28421,409.877747,12.882206,19.82,19.819368,+AC0-1.783225,+AC0-954.263672,54.64962
02/03/2010 16:32:50,420.851837,409.445465,15.413615,23.48,23.483858,+AC0-0.313953,+AC0-953.762451,54.649559
02/03/2010 16:32:54,421.208374,409.800323,17.112196,21.37,21.368814,4.95948,+AC0-947.483765,54.649548
02/03/2010 16:32:58,420.911285,409.503967,14.526505,21.28,21.275057,0.037876,+AC0-953.247498,54.649548
02/03/2010 16:33:02,420.089478,408.682281,18.830078,26.58,26.580797,3.402029,+AC0-951.721375,54.649559
02/03/2010 16:33:06,419.938538,408.530212,16.192989,21.81,21.807035,2.767832,+AC0-952.717163,54.649612
02/03/2010 16:33:10,420.330688,408.923157,13.150391,19.45,19.453215,+AC0-0.920418,+AC0-955.591858,54.649551
02/03/2010 16:33:14,419.537872,408.131439,15.596145,23.99,23.986925,+AC0-0.431891,+AC0-956.97467,54.64959
02/03/2010 16:33:18,419.660797,408.253754,16.180641,21.30,21.304193,3.21527,+AC0-952.92865,54.649612
02/03/2010 16:33:22,419.246948,407.839508,17.635565,23.57,23.574976,3.905415,+AC0-953.191162,54.64962
02/03/2010 16:33:26,419.142059,407.734039,18.614691,23.45,23.446321,5.922963,+AC0-951.350464,54.649544
02/03/2010 16:33:30,418.976898,407.570099,15.314689,22.69,22.688217,0.240213,+AC0-957.596924,54.649506
02/03/2010 16:33:34,418.604919,407.196991,14.150725,20.00,19.999166,0.505851,+AC0-958.187561,54.649483
02/03/2010 16:33:38,418.543762,407.136444,16.110825,21.54,21.540312,2.858673,+AC0-955.921021,54.649471
02/03/2010 16:33:42,418.38736,406.980499,15.583073,22.65,22.646286,0.799483,+AC0-958.414001,54.64946
02/03/2010 16:33:46,417.793823,406.38739,17.562149,27.11,27.10899,0.450436,+AC0-960.186462,54.649429
02/03/2010 16:33:50,417.701782,406.294434,16.306789,24.56,24.55617,0.411302,+AC0-960.430359,54.649399
02/03/2010 16:33:54,417.445099,406.03894,12.947249,19.64,19.6429,+AC0-1.491792,+AC0-963.014648,54.649399
02/03/2010 16:33:58,417.47171,406.06424,17.238342,23.43,23.429295,3.272401,+AC0-958.035461,54.649399
02/03/2010 16:34:02,416.80307,405.39505,20.515884,27.18,27.176979,6.109236,+AC0-956.707275,54.649406
02/03/2010 16:34:06,416.250458,404.842377,18.754023,23.33,23.33432,6.297889,+AC0-957.839355,54.64946
02/03/2010 16:34:10,415.899841,404.493896,15.875237,22.34,22.335461,1.656882,+AC0-963.479492,54.649422
02/03/2010 16:34:14,415.916809,404.50882,11.686057,16.51,16.511335,+AC0-0.999717,+AC0-966.1427,54.649437
02/03/2010 16:34:18,414.620453,403.21344,14.237266,19.39,19.393986,1.240801,+AC0-966.975159,54.649429
02/03/2010 16:34:22,414.789612,403.382538,10.860518,16.42,16.420397,+AC0-2.513864,+AC0-970.420898,54.649361
